run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,0.533083,0.066635,8
2,cpu,0.447958,0.055995,8
3,cpu,0.437375,0.054672,8
4,cpu,0.433250,0.054156,8
5,cpu,0.428667,0.053583,8
6,cpu,0.427500,0.053437,8
7,cpu,0.429750,0.053719,8
8,cpu,0.426917,0.053365,8
9,cpu,0.428917,0.053615,8
10,cpu,0.426167,0.053271,8
11,cpu,0.424041,0.053005,8
12,cpu,0.424958,0.053120,8
13,cpu,0.425333,0.053167,8
14,cpu,0.419375,0.052422,8
15,cpu,0.425750,0.053219,8
16,cpu,0.422750,0.052844,8
17,cpu,0.422250,0.052781,8
18,cpu,0.424666,0.053083,8
19,cpu,0.423750,0.052969,8
20,cpu,0.424584,0.053073,8
21,cpu,0.424625,0.053078,8
22,cpu,0.425125,0.053141,8
23,cpu,0.422792,0.052849,8
24,cpu,0.426042,0.053255,8
25,cpu,0.419041,0.052380,8
26,mps,8.469708,1.058714,8
27,mps,8.183417,1.022927,8
28,mps,8.164542,1.020568,8
29,mps,8.177250,1.022156,8
30,mps,8.175167,1.021896,8
31,mps,8.120791,1.015099,8
32,mps,8.718292,1.089787,8
33,mps,10.889791,1.361224,8
34,mps,8.175708,1.021964,8
35,mps,8.400500,1.050063,8
36,mps,8.104375,1.013047,8
37,mps,8.554500,1.069312,8
38,mps,8.406958,1.050870,8
39,mps,8.179083,1.022385,8
40,mps,8.133625,1.016703,8
41,mps,8.417334,1.052167,8
42,mps,8.103958,1.012995,8
43,mps,8.357125,1.044641,8
44,mps,8.132666,1.016583,8
45,mps,9.165500,1.145688,8
46,mps,8.055500,1.006938,8
47,mps,8.038375,1.004797,8
48,mps,8.045625,1.005703,8
49,mps,8.407166,1.050896,8
50,mps,8.054292,1.006786,8
