run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,0.134625,0.134625,1
2,cpu,0.114708,0.114708,1
3,cpu,0.109541,0.109541,1
4,cpu,0.108416,0.108416,1
5,cpu,0.106000,0.106000,1
6,cpu,0.103000,0.103000,1
7,cpu,0.101792,0.101792,1
8,cpu,0.104542,0.104542,1
9,cpu,0.101291,0.101291,1
10,cpu,0.100625,0.100625,1
11,cpu,0.100125,0.100125,1
12,cpu,0.099250,0.099250,1
13,cpu,0.098791,0.098791,1
14,cpu,0.102083,0.102083,1
15,cpu,0.098541,0.098541,1
16,cpu,0.101625,0.101625,1
17,cpu,0.098209,0.098209,1
18,cpu,0.101375,0.101375,1
19,cpu,0.098209,0.098209,1
20,cpu,0.100375,0.100375,1
21,cpu,0.105125,0.105125,1
22,cpu,0.098000,0.098000,1
23,cpu,0.097625,0.097625,1
24,cpu,0.097334,0.097334,1
25,cpu,0.098250,0.098250,1
26,cpu,0.097917,0.097917,1
27,cpu,0.098167,0.098167,1
28,cpu,0.098042,0.098042,1
29,cpu,0.097583,0.097583,1
30,cpu,0.097542,0.097542,1
31,cpu,0.098167,0.098167,1
32,cpu,0.097167,0.097167,1
33,cpu,0.097208,0.097208,1
34,cpu,0.097250,0.097250,1
35,cpu,0.097750,0.097750,1
36,cpu,0.097875,0.097875,1
37,cpu,0.097666,0.097666,1
38,cpu,0.097625,0.097625,1
39,cpu,0.097375,0.097375,1
40,cpu,0.097666,0.097666,1
41,cpu,0.097250,0.097250,1
42,cpu,0.097667,0.097667,1
43,cpu,0.097958,0.097958,1
44,cpu,0.096917,0.096917,1
45,cpu,0.097375,0.097375,1
46,cpu,0.097416,0.097416,1
47,cpu,0.097667,0.097667,1
48,cpu,0.097042,0.097042,1
49,cpu,0.097542,0.097542,1
50,cpu,0.097750,0.097750,1
51,mps,3.250042,3.250042,1
52,mps,3.086625,3.086625,1
53,mps,3.075500,3.075500,1
54,mps,3.101209,3.101209,1
55,mps,3.097458,3.097458,1
56,mps,3.080416,3.080416,1
57,mps,3.075834,3.075834,1
58,mps,3.120750,3.120750,1
59,mps,3.165375,3.165375,1
60,mps,4.365708,4.365708,1
61,mps,3.079000,3.079000,1
62,mps,3.117542,3.117542,1
63,mps,3.102250,3.102250,1
64,mps,3.201416,3.201416,1
65,mps,3.095541,3.095541,1
66,mps,3.090958,3.090958,1
67,mps,3.140416,3.140416,1
68,mps,3.145541,3.145541,1
69,mps,3.134250,3.134250,1
70,mps,3.130417,3.130417,1
71,mps,3.115459,3.115459,1
72,mps,3.091292,3.091292,1
73,mps,3.084000,3.084000,1
74,mps,3.112541,3.112541,1
75,mps,3.127208,3.127208,1
76,mps,3.194375,3.194375,1
77,mps,3.156708,3.156708,1
78,mps,3.152875,3.152875,1
79,mps,3.080417,3.080417,1
80,mps,3.868917,3.868917,1
81,mps,3.155000,3.155000,1
82,mps,3.117750,3.117750,1
83,mps,3.104791,3.104791,1
84,mps,3.184708,3.184708,1
85,mps,3.113291,3.113291,1
86,mps,3.099083,3.099083,1
87,mps,3.103042,3.103042,1
88,mps,3.120292,3.120292,1
89,mps,3.122500,3.122500,1
90,mps,3.307375,3.307375,1
91,mps,3.144958,3.144958,1
92,mps,3.119084,3.119084,1
93,mps,3.091625,3.091625,1
94,mps,3.074250,3.074250,1
95,mps,3.088833,3.088833,1
96,mps,3.084792,3.084792,1
97,mps,3.057042,3.057042,1
98,mps,3.060833,3.060833,1
99,mps,3.065833,3.065833,1
100,mps,3.064375,3.064375,1
101,cpu,1.730916,1.730916,1
102,cpu,0.695792,0.695792,1
103,cpu,0.402292,0.402292,1
104,cpu,0.341292,0.341292,1
105,cpu,0.317417,0.317417,1
106,cpu,0.299083,0.299083,1
107,cpu,0.290208,0.290208,1
108,cpu,0.321292,0.321292,1
109,cpu,0.318667,0.318667,1
110,cpu,0.319792,0.319792,1
111,cpu,0.319375,0.319375,1
112,cpu,0.315625,0.315625,1
113,cpu,0.312334,0.312334,1
114,cpu,0.313667,0.313667,1
115,cpu,0.314333,0.314333,1
116,cpu,0.321166,0.321166,1
117,cpu,0.319041,0.319041,1
118,cpu,0.326125,0.326125,1
119,cpu,0.315959,0.315959,1
120,cpu,0.292709,0.292709,1
121,cpu,0.276958,0.276958,1
122,cpu,0.418709,0.418709,1
123,cpu,0.368375,0.368375,1
124,cpu,0.399000,0.399000,1
125,cpu,0.391375,0.391375,1
126,cpu,0.353375,0.353375,1
127,cpu,0.338375,0.338375,1
128,cpu,0.547875,0.547875,1
129,cpu,0.332750,0.332750,1
130,cpu,0.308333,0.308333,1
131,cpu,0.460917,0.460917,1
132,cpu,0.469375,0.469375,1
133,cpu,0.322542,0.322542,1
134,cpu,0.296833,0.296833,1
135,cpu,0.286500,0.286500,1
136,cpu,0.283584,0.283584,1
137,cpu,0.279375,0.279375,1
138,cpu,0.276333,0.276333,1
139,cpu,0.277000,0.277000,1
140,cpu,0.272500,0.272500,1
141,cpu,0.267042,0.267042,1
142,cpu,0.233875,0.233875,1
143,cpu,0.230250,0.230250,1
144,cpu,0.231459,0.231459,1
145,cpu,0.233708,0.233708,1
146,cpu,0.229209,0.229209,1
147,cpu,0.231291,0.231291,1
148,cpu,0.231667,0.231667,1
149,cpu,0.229417,0.229417,1
150,cpu,0.233959,0.233959,1
151,mps,16.188417,16.188417,1
152,mps,6.730958,6.730958,1
153,mps,5.914084,5.914084,1
154,mps,5.038250,5.038250,1
155,mps,5.222209,5.222209,1
156,mps,4.670708,4.670708,1
157,mps,4.506208,4.506208,1
158,mps,4.520500,4.520500,1
159,mps,4.504834,4.504834,1
160,mps,5.258875,5.258875,1
161,mps,4.057000,4.057000,1
162,mps,4.306708,4.306708,1
