run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,0.414667,0.414667,1
2,cpu,0.388209,0.388209,1
3,cpu,0.383542,0.383542,1
4,cpu,0.380042,0.380042,1
5,cpu,0.378166,0.378166,1
6,cpu,0.376208,0.376208,1
7,cpu,0.374917,0.374917,1
8,cpu,0.374125,0.374125,1
9,cpu,0.373667,0.373667,1
10,cpu,0.373916,0.373916,1
11,cpu,0.373625,0.373625,1
12,cpu,0.371500,0.371500,1
13,cpu,0.375791,0.375791,1
14,cpu,0.372041,0.372041,1
15,cpu,0.372583,0.372583,1
16,cpu,0.373166,0.373166,1
17,cpu,0.371542,0.371542,1
18,cpu,0.370125,0.370125,1
19,cpu,0.372209,0.372209,1
20,cpu,0.370209,0.370209,1
21,cpu,0.371042,0.371042,1
22,cpu,0.371208,0.371208,1
23,cpu,0.370292,0.370292,1
24,cpu,0.371542,0.371542,1
25,cpu,0.374042,0.374042,1
26,cpu,0.370625,0.370625,1
27,cpu,0.371792,0.371792,1
28,cpu,0.372375,0.372375,1
29,cpu,0.370709,0.370709,1
30,cpu,0.371875,0.371875,1
31,cpu,0.370625,0.370625,1
32,cpu,0.369833,0.369833,1
33,cpu,0.370125,0.370125,1
34,cpu,0.370166,0.370166,1
35,cpu,0.370042,0.370042,1
36,cpu,0.371792,0.371792,1
37,cpu,0.370042,0.370042,1
38,cpu,0.372250,0.372250,1
39,cpu,0.368667,0.368667,1
40,cpu,0.371750,0.371750,1
41,cpu,0.370375,0.370375,1
42,cpu,0.369542,0.369542,1
43,cpu,0.369083,0.369083,1
44,cpu,0.370625,0.370625,1
45,cpu,0.370083,0.370083,1
46,cpu,0.370625,0.370625,1
47,cpu,0.369041,0.369041,1
48,cpu,0.370292,0.370292,1
49,cpu,0.369334,0.369334,1
50,cpu,0.369417,0.369417,1
51,mps,12.781334,12.781334,1
52,mps,12.567209,12.567209,1
53,mps,12.371458,12.371458,1
54,mps,12.414750,12.414750,1
55,mps,12.397208,12.397208,1
56,mps,12.464875,12.464875,1
57,mps,12.286542,12.286542,1
58,mps,12.782084,12.782084,1
59,mps,12.644292,12.644292,1
60,mps,12.596334,12.596334,1
61,mps,12.664667,12.664667,1
62,mps,12.486291,12.486291,1
63,mps,12.710667,12.710667,1
64,mps,12.394417,12.394417,1
65,mps,12.727792,12.727792,1
66,mps,12.374125,12.374125,1
67,mps,12.706417,12.706417,1
68,mps,12.351208,12.351208,1
69,mps,12.529084,12.529084,1
70,mps,12.349083,12.349083,1
71,mps,12.297416,12.297416,1
72,mps,12.314875,12.314875,1
73,mps,12.556500,12.556500,1
74,mps,12.735417,12.735417,1
75,mps,12.373875,12.373875,1
76,mps,12.712667,12.712667,1
77,mps,12.625250,12.625250,1
78,mps,12.518541,12.518541,1
79,mps,12.433417,12.433417,1
80,mps,12.711250,12.711250,1
81,mps,12.594584,12.594584,1
82,mps,12.683250,12.683250,1
83,mps,12.343542,12.343542,1
84,mps,13.583750,13.583750,1
85,mps,12.552291,12.552291,1
86,mps,12.461500,12.461500,1
87,mps,12.706917,12.706917,1
88,mps,12.409541,12.409541,1
89,mps,12.737208,12.737208,1
90,mps,12.559208,12.559208,1
91,mps,12.746417,12.746417,1
92,mps,12.389125,12.389125,1
93,mps,12.704166,12.704166,1
94,mps,12.341375,12.341375,1
95,mps,12.309792,12.309792,1
96,mps,12.687417,12.687417,1
97,mps,12.293791,12.293791,1
98,mps,12.507792,12.507792,1
99,mps,12.596417,12.596417,1
100,mps,12.268417,12.268417,1
101,cpu,3.862500,3.862500,1
102,cpu,1.596750,1.596750,1
103,cpu,1.565083,1.565083,1
104,cpu,1.378583,1.378583,1
105,cpu,1.178459,1.178459,1
106,cpu,1.115833,1.115833,1
107,cpu,1.078417,1.078417,1
108,cpu,1.075334,1.075334,1
109,cpu,1.634375,1.634375,1
110,cpu,1.205541,1.205541,1
111,cpu,1.227166,1.227166,1
112,cpu,0.916583,0.916583,1
