run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,2.405500,0.300687,8
2,cpu,2.135084,0.266885,8
3,cpu,2.111625,0.263953,8
4,cpu,2.318375,0.289797,8
5,cpu,2.102000,0.262750,8
6,cpu,2.050208,0.256276,8
7,cpu,2.155375,0.269422,8
8,cpu,2.113833,0.264229,8
9,cpu,2.031875,0.253984,8
10,cpu,2.201500,0.275187,8
11,cpu,1.998792,0.249849,8
12,cpu,2.006542,0.250818,8
13,cpu,2.159416,0.269927,8
14,cpu,1.981792,0.247724,8
15,cpu,2.163458,0.270432,8
16,cpu,2.341666,0.292708,8
17,cpu,2.052541,0.256568,8
18,cpu,2.058666,0.257333,8
19,cpu,2.057000,0.257125,8
20,cpu,2.047875,0.255984,8
21,cpu,1.981834,0.247729,8
22,cpu,2.074250,0.259281,8
23,cpu,1.974833,0.246854,8
24,cpu,2.075167,0.259396,8
25,cpu,2.046584,0.255823,8
26,mps,37.985708,4.748214,8
27,mps,37.090584,4.636323,8
28,mps,38.346500,4.793312,8
29,mps,38.583583,4.822948,8
30,mps,39.665250,4.958156,8
31,mps,38.400959,4.800120,8
32,mps,37.197208,4.649651,8
33,mps,37.081417,4.635177,8
34,mps,37.526625,4.690828,8
35,mps,37.400334,4.675042,8
36,mps,37.375250,4.671906,8
37,mps,37.325292,4.665662,8
38,mps,37.352792,4.669099,8
39,mps,37.249584,4.656198,8
40,mps,37.309250,4.663656,8
41,mps,37.328291,4.666036,8
42,mps,37.338500,4.667312,8
43,mps,36.891166,4.611396,8
44,mps,36.737792,4.592224,8
45,mps,36.772000,4.596500,8
46,mps,36.733041,4.591630,8
47,mps,36.747333,4.593417,8
48,mps,36.765250,4.595656,8
49,mps,36.648833,4.581104,8
50,mps,36.714542,4.589318,8
