run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,4.322125,0.540266,8
2,cpu,3.954375,0.494297,8
3,cpu,4.141041,0.517630,8
4,cpu,3.960959,0.495120,8
5,cpu,3.944375,0.493047,8
6,cpu,3.956875,0.494609,8
7,cpu,4.365250,0.545656,8
8,cpu,4.062416,0.507802,8
9,cpu,4.131500,0.516437,8
10,cpu,3.985708,0.498214,8
11,cpu,4.058792,0.507349,8
12,cpu,3.888083,0.486010,8
13,cpu,3.884375,0.485547,8
14,cpu,3.835917,0.479490,8
15,cpu,3.814709,0.476839,8
16,cpu,4.037459,0.504682,8
17,cpu,3.957417,0.494677,8
18,cpu,4.211500,0.526438,8
19,cpu,3.962459,0.495307,8
20,cpu,4.028125,0.503516,8
21,cpu,4.091208,0.511401,8
22,cpu,3.967292,0.495912,8
23,cpu,4.026250,0.503281,8
24,cpu,3.941125,0.492641,8
25,cpu,4.624833,0.578104,8
26,mps,85.261333,10.657667,8
27,mps,84.241458,10.530182,8
28,mps,77.488375,9.686047,8
29,mps,76.741417,9.592677,8
30,mps,76.079709,9.509964,8
31,mps,75.077625,9.384703,8
32,mps,109.984875,13.748109,8
33,mps,79.219584,9.902448,8
34,mps,76.704750,9.588094,8
35,mps,73.798917,9.224865,8
36,mps,74.584792,9.323099,8
37,mps,73.781041,9.222630,8
38,mps,73.683000,9.210375,8
39,mps,76.171708,9.521463,8
40,mps,75.744667,9.468083,8
41,mps,73.499666,9.187458,8
42,mps,73.662917,9.207865,8
43,mps,75.077750,9.384719,8
44,mps,74.331250,9.291406,8
45,mps,73.538000,9.192250,8
46,mps,73.663791,9.207974,8
47,mps,74.031375,9.253922,8
48,mps,73.306459,9.163307,8
49,mps,72.975584,9.121948,8
50,mps,73.251333,9.156417,8
