run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,1.136333,0.142042,8
2,cpu,1.235375,0.154422,8
3,cpu,0.755750,0.094469,8
4,cpu,0.707416,0.088427,8
5,cpu,0.715375,0.089422,8
6,cpu,0.923833,0.115479,8
7,cpu,0.723250,0.090406,8
8,cpu,0.745708,0.093214,8
9,cpu,0.726209,0.090776,8
10,cpu,0.682083,0.085260,8
11,cpu,0.686125,0.085766,8
12,cpu,0.979959,0.122495,8
13,cpu,0.697000,0.087125,8
14,cpu,0.682083,0.085260,8
15,cpu,0.705500,0.088188,8
16,cpu,0.683208,0.085401,8
17,cpu,0.808458,0.101057,8
18,cpu,0.686292,0.085786,8
19,cpu,0.675458,0.084432,8
20,cpu,0.673709,0.084214,8
21,cpu,0.669083,0.083635,8
22,cpu,0.662375,0.082797,8
23,cpu,0.783958,0.097995,8
24,cpu,0.686875,0.085859,8
25,cpu,0.663833,0.082979,8
26,mps,13.670792,1.708849,8
27,mps,12.946458,1.618307,8
28,mps,13.225791,1.653224,8
29,mps,12.996291,1.624536,8
30,mps,13.320250,1.665031,8
31,mps,13.010500,1.626313,8
32,mps,12.870041,1.608755,8
33,mps,12.765333,1.595667,8
34,mps,13.298334,1.662292,8
35,mps,12.899875,1.612484,8
36,mps,12.814458,1.601807,8
37,mps,12.922167,1.615271,8
38,mps,12.857750,1.607219,8
39,mps,12.769875,1.596234,8
40,mps,12.850083,1.606260,8
41,mps,12.743041,1.592880,8
42,mps,13.114875,1.639359,8
43,mps,13.065750,1.633219,8
44,mps,13.039209,1.629901,8
45,mps,12.729916,1.591240,8
46,mps,12.603375,1.575422,8
47,mps,12.756417,1.594552,8
48,mps,12.719458,1.589932,8
49,mps,13.062917,1.632865,8
50,mps,12.643042,1.580380,8
