run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,1.768166,0.221021,8
2,cpu,1.947833,0.243479,8
3,cpu,1.354667,0.169333,8
4,cpu,1.482750,0.185344,8
5,cpu,1.323958,0.165495,8
6,cpu,1.417625,0.177203,8
7,cpu,1.484541,0.185568,8
8,cpu,1.395917,0.174490,8
9,cpu,1.348042,0.168505,8
10,cpu,1.848542,0.231068,8
11,cpu,1.374125,0.171766,8
12,cpu,1.637917,0.204740,8
13,cpu,1.945333,0.243167,8
14,cpu,1.451834,0.181479,8
15,cpu,1.356583,0.169573,8
16,cpu,1.317375,0.164672,8
17,cpu,1.314959,0.164370,8
18,cpu,1.332500,0.166562,8
19,cpu,1.682125,0.210266,8
20,cpu,1.327542,0.165943,8
21,cpu,1.461625,0.182703,8
22,cpu,1.310875,0.163859,8
23,cpu,1.391917,0.173990,8
24,cpu,1.339834,0.167479,8
25,cpu,1.328583,0.166073,8
26,mps,26.835000,3.354375,8
27,mps,25.172167,3.146521,8
28,mps,24.984208,3.123026,8
29,mps,26.079542,3.259943,8
30,mps,25.027209,3.128401,8
31,mps,25.795583,3.224448,8
32,mps,25.220833,3.152604,8
33,mps,27.542500,3.442812,8
34,mps,26.532375,3.316547,8
35,mps,26.899417,3.362427,8
36,mps,26.946250,3.368281,8
37,mps,25.937458,3.242182,8
38,mps,25.865917,3.233240,8
39,mps,47.056667,5.882083,8
40,mps,28.716334,3.589542,8
41,mps,26.658458,3.332307,8
42,mps,25.321708,3.165214,8
43,mps,25.549833,3.193729,8
44,mps,26.460667,3.307583,8
45,mps,25.898334,3.237292,8
46,mps,25.541583,3.192698,8
47,mps,25.421292,3.177661,8
48,mps,25.171750,3.146469,8
49,mps,24.959917,3.119990,8
50,mps,24.813000,3.101625,8
