run_id,backend,batch_ms,per_sample_ms,batch_size
1,cpu,1.159750,1.159750,1
2,cpu,1.178875,1.178875,1
3,cpu,1.122417,1.122417,1
4,cpu,1.123208,1.123208,1
5,cpu,1.100958,1.100958,1
6,cpu,1.101333,1.101333,1
7,cpu,1.105500,1.105500,1
8,cpu,1.102083,1.102083,1
9,cpu,1.105458,1.105458,1
10,cpu,1.109625,1.109625,1
11,cpu,1.111708,1.111708,1
12,cpu,1.108291,1.108291,1
13,cpu,1.097667,1.097667,1
14,cpu,1.095750,1.095750,1
15,cpu,1.117500,1.117500,1
16,cpu,1.109375,1.109375,1
17,cpu,1.103416,1.103416,1
18,cpu,1.104541,1.104541,1
19,cpu,1.101916,1.101916,1
20,cpu,1.099709,1.099709,1
21,cpu,1.102875,1.102875,1
22,cpu,1.108375,1.108375,1
23,cpu,1.100833,1.100833,1
24,cpu,1.101667,1.101667,1
25,cpu,1.093000,1.093000,1
26,cpu,1.107375,1.107375,1
27,cpu,1.099375,1.099375,1
28,cpu,1.103042,1.103042,1
29,cpu,1.102375,1.102375,1
30,cpu,1.098500,1.098500,1
31,cpu,1.108292,1.108292,1
32,cpu,1.096750,1.096750,1
33,cpu,1.104583,1.104583,1
34,cpu,1.096375,1.096375,1
35,cpu,1.102084,1.102084,1
36,cpu,1.101458,1.101458,1
37,cpu,1.095833,1.095833,1
38,cpu,1.097333,1.097333,1
39,cpu,1.096792,1.096792,1
40,cpu,1.102250,1.102250,1
41,cpu,1.098125,1.098125,1
42,cpu,1.103000,1.103000,1
43,cpu,1.107875,1.107875,1
44,cpu,1.093958,1.093958,1
45,cpu,1.100375,1.100375,1
46,cpu,1.100209,1.100209,1
47,cpu,1.099667,1.099667,1
48,cpu,1.098583,1.098583,1
49,cpu,1.095500,1.095500,1
50,cpu,1.101416,1.101416,1
51,mps,36.331417,36.331417,1
52,mps,36.368000,36.368000,1
53,mps,35.670708,35.670708,1
54,mps,35.660250,35.660250,1
55,mps,35.654583,35.654583,1
56,mps,35.703125,35.703125,1
57,mps,35.648042,35.648042,1
58,mps,35.616875,35.616875,1
59,mps,35.665666,35.665666,1
60,mps,35.683125,35.683125,1
61,mps,35.444333,35.444333,1
62,mps,35.544834,35.544834,1
63,mps,35.490875,35.490875,1
64,mps,35.491167,35.491167,1
65,mps,35.516792,35.516792,1
66,mps,35.499208,35.499208,1
67,mps,35.487417,35.487417,1
68,mps,35.443875,35.443875,1
69,mps,35.422417,35.422417,1
70,mps,35.429875,35.429875,1
71,mps,35.476458,35.476458,1
72,mps,35.394500,35.394500,1
73,mps,35.384833,35.384833,1
74,mps,35.434041,35.434041,1
75,mps,35.628750,35.628750,1
76,mps,35.399250,35.399250,1
77,mps,35.363750,35.363750,1
78,mps,35.397833,35.397833,1
79,mps,36.250750,36.250750,1
80,mps,38.260542,38.260542,1
81,mps,38.131375,38.131375,1
82,mps,37.238500,37.238500,1
83,mps,35.902042,35.902042,1
84,mps,36.473042,36.473042,1
85,mps,36.423791,36.423791,1
86,mps,38.060875,38.060875,1
87,mps,37.892250,37.892250,1
88,mps,37.144166,37.144166,1
89,mps,38.278291,38.278291,1
90,mps,37.780500,37.780500,1
91,mps,38.579834,38.579834,1
92,mps,37.019000,37.019000,1
93,mps,36.430042,36.430042,1
94,mps,36.956833,36.956833,1
95,mps,36.379375,36.379375,1
96,mps,36.658125,36.658125,1
97,mps,37.124458,37.124458,1
98,mps,36.881709,36.881709,1
99,mps,38.516875,38.516875,1
100,mps,38.838916,38.838916,1
101,cpu,5.487834,5.487834,1
102,cpu,3.630417,3.630417,1
103,cpu,3.354958,3.354958,1
104,cpu,3.224375,3.224375,1
105,cpu,1.199583,1.199583,1
106,cpu,1.591167,1.591167,1
107,cpu,1.255459,1.255459,1
108,cpu,1.294875,1.294875,1
109,cpu,1.167125,1.167125,1
110,cpu,2.035042,2.035042,1
111,cpu,1.280167,1.280167,1
112,cpu,1.349375,1.349375,1
113,cpu,1.179709,1.179709,1
114,cpu,1.468917,1.468917,1
115,cpu,1.484959,1.484959,1
116,cpu,1.203250,1.203250,1
117,cpu,1.566667,1.566667,1
118,cpu,1.393041,1.393041,1
119,cpu,1.200333,1.200333,1
120,cpu,1.157458,1.157458,1
121,cpu,1.127709,1.127709,1
122,cpu,1.120500,1.120500,1
123,cpu,1.136167,1.136167,1
124,cpu,1.204125,1.204125,1
125,cpu,1.197542,1.197542,1
126,cpu,1.260042,1.260042,1
